frame,timestamp,gripL_ow,gripL_ox,gripL_oy,gripL_oz,gripL_px,gripL_py,gripL_pz,gripR_ow,gripR_ox,gripR_oy,gripR_oz,gripR_px,gripR_py,gripR_pz,clutch,gripL_jaw_p,gripL_jaw_f,gripR_jaw_p,gripR_jaw_f,omniL_ow,omniL_ox,omniL_oy,omniL_oz,omniL_px,omniL_py,omniL_pz,omniR_ow,omniR_ox,omniR_oy,omniR_oz,omniR_px,omniR_py,omniR_pz,omnil_fx,omnil_fy,omnil_fz,omnir_fx,omnir_fy,omnir_fz
44,1554714553,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,1,0.599799,0.00156943,0.599963,0.000896532,-0.109669,-0.11911,0.961732,0.221036,-13.0516,-73.726,-5.08763,0.254801,0.0251427,0.966572,-0.0135346,-29.3387,-64.9863,59.0772,-7.16079,1.71478,5.13983,0,0,0
45,1554714571,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164208,0.677748,0.679135,-0.229062,0.0998016,-0.0660172,-0.111573,1,0.599799,0.00164977,0.599963,0.000253817,-0.109726,-0.12024,0.96123,0.222575,-13.0516,-73.726,-5.08763,0.255094,0.0237949,0.966532,-0.0133175,-29.1517,-64.9863,59.1013,-7.16079,1.71478,5.13983,0,0,0
46,1554714582,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.163069,0.678378,0.679032,-0.228314,0.099793,-0.066017,-0.111581,1,0.599799,0.00164977,0.599963,0.000253817,-0.10917,-0.120533,0.961281,0.22247,-13.0516,-73.726,-5.08763,0.254502,0.02376,0.966686,-0.0135341,-28.8758,-64.9472,59.1745,-7.16079,1.71478,5.13983,0,0,0
47,1554714593,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.162329,0.678947,0.678847,-0.227698,0.0997871,-0.0660166,-0.111585,1,0.599799,0.00148909,0.600126,0.000575175,-0.10917,-0.120765,0.961119,0.223044,-13.0516,-73.726,-5.08763,0.254143,0.0232986,0.966792,-0.0134825,-28.5015,-64.9472,59.2217,-7.16079,1.71478,5.13983,0,0,0
48,1554714611,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.162329,0.678947,0.678847,-0.227698,0.0997871,-0.0660166,-0.111585,1,0.599799,0.00148909,0.600126,0.000575175,-0.10917,-0.120765,0.961119,0.223044,-13.0516,-73.726,-5.08763,0.253602,0.0229504,0.966951,-0.0128065,-28.0336,-64.9472,59.2798,-7.16079,1.71478,5.13983,0,0,0
49,1554714617,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.159037,0.682287,0.677402,-0.224318,0.0997587,-0.0660142,-0.111599,1,0.599799,0.00156943,0.599963,-0.000147879,-0.109229,-0.121202,0.9611,0.222861,-13.0516,-73.726,-5.08763,0.251867,0.0225881,0.967422,-0.0121575,-27.0043,-65.1103,59.4092,-7.16079,1.71478,5.13983,0,0,0
50,1554714622,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.156297,0.685612,0.675761,-0.221029,0.0997321,-0.0660115,-0.111609,1,0.599799,0.0012079,0.599963,5.29691e-05,-0.108652,-0.121533,0.961103,0.222949,-13.0474,-73.7399,-5.13998,0.251867,0.0225881,0.967422,-0.0121575,-27.0043,-65.1103,59.4092,-7.16761,1.73753,5.22515,0,0,0
51,1554714633,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.153953,0.688672,0.674166,-0.218013,0.099707,-0.0660087,-0.111618,1,0.599799,0.00189079,0.599636,0.000936701,-0.108652,-0.1213,0.961265,0.222376,-13.0474,-73.7399,-5.13998,0.251308,0.022125,0.967578,-0.0121075,-26.5361,-65.1647,59.4659,-7.16761,1.73753,5.22515,0,0,0
52,1554714651,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.148672,0.695972,0.670138,-0.210796,0.099647,-0.0660012,-0.111634,1,0.599799,0.00205147,0.600289,-2.73702e-05,-0.108689,-0.121538,0.96136,0.221815,-13.0442,-73.8067,-5.17941,0.25027,0.0208935,0.967885,-0.011288,-25.4242,-65.0472,59.7064,-7.17275,1.84638,5.28943,0,0,0
53,1554714662,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.145758,0.700147,0.667717,-0.206647,0.0996117,-0.0659958,-0.111641,1,0.599799,0.00132841,0.600126,-0.000308558,-0.108668,-0.121576,0.961313,0.222008,-13.04,-73.8206,-5.23177,0.248936,0.0204819,0.968241,-0.0110266,-24.5881,-64.9688,59.8737,-7.17957,1.86907,5.37478,0,0,0
