frame,timestamp,gripL_ow,gripL_ox,gripL_oy,gripL_oz,gripL_px,gripL_py,gripL_pz,gripR_ow,gripR_ox,gripR_oy,gripR_oz,gripR_px,gripR_py,gripR_pz,clutch,gripL_jaw_p,gripL_jaw_f,gripR_jaw_p,gripR_jaw_f,omniL_ow,omniL_ox,omniL_oy,omniL_oz,omniL_px,omniL_py,omniL_pz,omniR_ow,omniR_ox,omniR_oy,omniR_oz,omniR_px,omniR_py,omniR_pz,omnil_fx,omnil_fy,omnil_fz,omnir_fx,omnir_fy,omnir_fz
34,1516642731,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.178521,0.796578,0.558236,-0.14821,0.0998633,-0.0660869,-0.111513,1,0.599963,0.00667098,0.599963,0.000414496,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12353,-84.8983,13.9476,-1.5853,0.168015,0.54723,0,0,0
35,1516642753,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.179905,0.803124,0.549243,-0.144768,0.0998333,-0.0660995,-0.111516,1,0.599963,0.00695216,0.600126,0.000856362,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12353,-84.8983,13.9476,-1.5853,0.168015,0.54723,0,0,0
36,1516642762,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.179983,0.803486,0.548734,-0.144595,0.0998313,-0.0661006,-0.111516,1,0.599963,0.00695216,0.599963,0.000735853,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.237635,0.0348374,0.9514,0.192756,4.12467,-84.878,13.998,-1.5853,0.168015,0.54723,0,0,0
37,1516642771,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.180729,0.8063,0.544717,-0.143178,0.0998179,-0.066103,-0.111519,1,0.599963,0.00699233,0.599963,0.000816192,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238152,0.0344968,0.951266,0.192838,4.12467,-84.878,13.998,-1.5853,0.168015,0.54723,0,0,0
38,1516642797,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.184715,0.813005,0.533983,-0.140589,0.0997842,-0.0660915,-0.111521,1,0.599963,0.00711284,0.600126,0.000173478,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238122,0.0345841,0.951185,0.193257,4.12581,-84.8576,14.0484,-1.5853,0.168015,0.54723,0,0,0
39,1516642810,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.185654,0.814002,0.532172,-0.140449,0.0997769,-0.0660934,-0.111518,1,0.599963,0.0079564,0.599799,0.000374326,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238766,0.034567,0.951153,0.192624,4.12581,-84.8576,14.0484,-1.5853,0.168015,0.54723,0,0,0
40,1516642834,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.187688,0.81483,0.530308,-0.139996,0.0997872,-0.066038,-0.111524,1,0.599963,0.00719318,0.599963,0.000575175,-0.0759927,-0.0928592,0.961937,0.245519,36.899,-83.6566,-3.65326,0.238134,0.0344783,0.951264,0.192871,4.12795,-84.7628,14.1428,-1.5853,0.168015,0.54723,0,0,0
41,1516642837,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.188049,0.814774,0.530309,-0.139834,0.0997914,-0.066012,-0.111516,1,0.599963,0.0070325,0.599963,0.000253817,-0.0759927,-0.0928592,0.961937,0.245519,36.899,-83.6566,-3.65326,0.238785,0.034408,0.951271,0.192046,4.12894,-84.6883,14.1868,-1.5853,0.168015,0.54723,0,0,0
42,1516642851,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.188088,0.814625,0.530612,-0.1395,0.0998037,-0.0659622,-0.111514,1,0.599963,0.00755471,0.599963,0.000776023,-0.0759927,-0.0928592,0.961937,0.245519,36.899,-83.6566,-3.65326,0.238797,0.0343019,0.951349,0.19166,4.13108,-84.5934,14.2811,-1.5853,0.168015,0.54723,0,0,0
43,1516642871,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.187852,0.814815,0.530466,-0.139262,0.0998057,-0.0659484,-0.111501,1,0.599963,0.00707267,0.599963,0.000936701,-0.0765442,-0.0925385,0.961916,0.245552,36.899,-83.6566,-3.65326,0.238767,0.0343895,0.951269,0.192079,4.13193,-84.4648,14.3187,-1.5853,0.168015,0.54723,0,0,0
